comment,clean_comment,label,platform,timestamp
"Aku percaya kalo adanya buzzer, aku pernah beli barang dan aku coba komen dan ngasih info kalo barangnya gak bagus setelah bbrp jam aku komen aku coba chech lagi komenku hilang. Dihapus disana. Pdhl dsna bnyak bgt komen komen bagus.🥲🥲",aku percaya kalo adanya buzzer aku pernah beli barang dan aku coba komen dan ngasih info kalo barangnya gak bagus setelah bbrp jam aku komen aku coba chech lagi komenku hilang dihapus disana pdhl dsna bnyak bgt komen komen bagus,positif,Instagram,2026-04-13 19:00:03
cara bikin slime nggak pakai apaapa bisa nggak kak,cara bikin slime nggak pakai apaapa bisa nggak kak,netral,TikTok,2026-04-14 21:11:03
"Bintang 5 pokoknya, scarlett emang gak pernah gagal.","bintang 5 pokoknya, scarlett emang gak pernah gagal.",positif,TikTok,2026-04-11 12:19:03
"Gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.","gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.",negatif,Instagram,2026-04-01 14:47:03
MALING TERIAK MALING !!! 🥱🥱🥱,maling teriak maling  ,netral,Instagram,2026-04-05 10:07:03
Bethullll,bethullll,netral,Instagram,2026-03-31 05:24:03
kak itu sleam nya harusnya di kasih pewarna biar kelihatan glowing nya,kak itu sleam nya harusnya di kasih pewarna biar kelihatan glowing nya,netral,Instagram,2026-04-10 20:49:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,TikTok,2026-03-24 23:51:03
"Channel Babi ini, Udah Reaplod masih Idup lagi...",channel babi ini udah reaplod masih idup lagi,netral,Instagram,2026-04-07 22:18:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,TikTok,2026-03-23 21:09:03
Diusia saya yg ke 43..sya blm prnah pakek skincare model apapun..bkn g mampu beli..tp malas...paling pkek kapas di kasih air buat bersihin muka..,diusia saya yg ke 43sya blm prnah pakek skincare model apapunbkn g mampu belitp malaspaling pkek kapas di kasih air buat bersihin muka,netral,X (Twitter),2026-04-19 06:31:03
Dok coba riview eliza beauty,dok coba riview eliza beauty,netral,Instagram,2026-04-14 13:17:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,Instagram,2026-03-26 08:30:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,Instagram,2026-04-11 22:11:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,X (Twitter),2026-03-31 04:53:03
Overclaim parah! Cuma menang di kemasan doang.,overclaim parah! cuma menang di kemasan doang.,negatif,Instagram,2026-03-30 04:51:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,Instagram,2026-04-07 19:23:03
Selama gak nipu gak papa justru itu jadi satu contoh . Apa lu tau brand brand yg berbahaya ? Lu kalau sakit ke dokter .sama dokter di suruh beli obat di apotek tapi gak di kasih resep . Apa lu gak nanya obatnya apa merek apa contohnya . Pastinya dikasih rujukan dong obat apa saja yg harus di beli . Pakai otak bo doh kalau ngomong jgn bo doh,selama gak nipu gak papa justru itu jadi satu contoh  apa lu tau brand brand yg berbahaya  lu kalau sakit ke dokter sama dokter di suruh beli obat di apotek tapi gak di kasih resep  apa lu gak nanya obatnya apa merek apa contohnya  pastinya dikasih rujukan dong obat apa saja yg harus di beli  pakai otak bo doh kalau ngomong jgn bo doh,netral,Instagram,2026-04-16 12:00:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,X (Twitter),2026-04-13 13:46:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,X (Twitter),2026-03-23 10:47:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,X (Twitter),2026-04-02 12:24:03
Terbukti DRL TSK 17taon 🔥🔥🔥,terbukti drl tsk 17taon ,netral,X (Twitter),2026-04-09 05:34:03
"Bintang 5 pokoknya, scarlett emang gak pernah gagal.","bintang 5 pokoknya, scarlett emang gak pernah gagal.",positif,TikTok,2026-03-22 16:12:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,Instagram,2026-04-19 21:47:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,Instagram,2026-04-18 14:50:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,TikTok,2026-04-10 09:38:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,Instagram,2026-04-17 03:59:03
"Barangnya cepat sampai, packing aman, produknya juara.","barangnya cepat sampai, packing aman, produknya juara.",positif,X (Twitter),2026-04-10 06:08:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,X (Twitter),2026-03-28 12:38:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,Instagram,2026-04-04 11:09:03
belli actifektor nya dimana,belli actifektor nya dimana,netral,X (Twitter),2026-04-10 14:28:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,TikTok,2026-03-28 07:21:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,Instagram,2026-03-30 15:23:03
"Teksturnya ringan dan gampang meresap, suka!","teksturnya ringan dan gampang meresap, suka!",positif,Instagram,2026-04-13 16:44:03
"Dok,tolong dong sy minta cek cream eliza beauty",doktolong dong sy minta cek cream eliza beauty,netral,X (Twitter),2026-04-06 01:18:03
"jujur makin ke sini malah kerasa kayak drama panjang, padahal awalnya cuma bahas produk",jujur makin ke sini malah kerasa kayak drama panjang padahal awalnya cuma bahas produk,netral,TikTok,2026-03-23 18:44:03
"Bintang 5 pokoknya, scarlett emang gak pernah gagal.","bintang 5 pokoknya, scarlett emang gak pernah gagal.",positif,Instagram,2026-04-02 11:48:03
"sorry doktif hrsnya duduknya ngadep ke tengah jgn miring kan posisi ditengah atau si ibu nya ditengah..jd kureng enak diliat, siapa sih yg ngatur posisi duduknya hmm, pdhl podcast mayan okelah",sorry doktif hrsnya duduknya ngadep ke tengah jgn miring kan posisi ditengah atau si ibu nya ditengahjd kureng enak diliat siapa sih yg ngatur posisi duduknya hmm pdhl podcast mayan okelah,netral,Instagram,2026-04-12 13:56:03
Tpi klo beli 20btg rokok shari mah ga habisin duit ya bang😅,tpi klo beli 20btg rokok shari mah ga habisin duit ya bang,netral,TikTok,2026-03-22 17:25:03
Doktif lucu bgt org nya ceria sekali,doktif lucu bgt org nya ceria sekali,positif,Instagram,2026-04-16 01:04:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,X (Twitter),2026-03-29 03:55:03
"Gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.","gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.",negatif,TikTok,2026-04-04 23:54:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,Instagram,2026-03-22 19:25:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,Instagram,2026-04-08 00:09:03
❤,,netral,TikTok,2026-03-22 16:46:03
bedak yang cocok untuk berjerawat yang umur 40 keatas dok,bedak yang cocok untuk berjerawat yang umur 40 keatas dok,netral,Instagram,2026-03-24 09:22:03
abng kulitnya bagus..pake skincare apa bang?,abng kulitnya baguspake skincare apa bang,positif,Instagram,2026-04-20 00:00:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,Instagram,2026-04-10 10:27:03
kak messie coba bikin slime pake clay pillliiiissss,kak messie coba bikin slime pake clay pillliiiissss,netral,Instagram,2026-04-10 11:24:03
"Teksturnya ringan dan gampang meresap, suka!","teksturnya ringan dan gampang meresap, suka!",positif,Instagram,2026-04-06 19:58:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,X (Twitter),2026-04-02 19:21:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,X (Twitter),2026-04-03 21:09:03
"Barangnya cepat sampai, packing aman, produknya juara.","barangnya cepat sampai, packing aman, produknya juara.",positif,Instagram,2026-03-22 20:55:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,Instagram,2026-04-03 21:13:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,Instagram,2026-04-06 06:18:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,TikTok,2026-03-27 19:16:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,X (Twitter),2026-04-19 22:43:03
"Boring? Obatnya ❤MINI1221🔴! Visual kece, alur mulus, feel-nya bikin senyum. Let’s go! ⚡",boring obatnya mini1221 visual kece alur mulus feelnya bikin senyum lets go ,netral,Instagram,2026-03-21 04:11:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,X (Twitter),2026-03-28 01:03:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,Instagram,2026-04-18 23:59:03
"Best komen, kayaknya memang tujuan skincare itu menjadikan ketergantungan",best komen kayaknya memang tujuan skincare itu menjadikan ketergantungan,netral,X (Twitter),2026-04-15 14:47:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,X (Twitter),2026-03-22 18:10:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,TikTok,2026-04-06 17:07:03
"Produknya bikin kulit panas, gak cocok sama sekali.","produknya bikin kulit panas, gak cocok sama sekali.",negatif,TikTok,2026-04-01 00:26:03
BTW cantik banget mba tasya,btw cantik banget mba tasya,netral,Instagram,2026-04-19 06:24:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,Instagram,2026-03-27 04:48:03
"Dok review n'glow skincare donk,,",dok review nglow skincare donk,netral,Instagram,2026-04-09 12:11:03
wah mantep bgt jdi tau trnyata pake skincare yg mengandung vit e justru bikin jerawat makin banyak,wah mantep bgt jdi tau trnyata pake skincare yg mengandung vit e justru bikin jerawat makin banyak,netral,Instagram,2026-04-04 17:29:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,TikTok,2026-04-16 06:34:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,TikTok,2026-03-29 22:39:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,Instagram,2026-04-09 11:02:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,Instagram,2026-03-22 14:06:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,X (Twitter),2026-04-12 01:28:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,TikTok,2026-04-19 17:42:03
tim pke acness,tim pke acness,netral,Instagram,2026-04-08 02:02:03
akhir akhir nya cair yang punya aku,akhir akhir nya cair yang punya aku,netral,X (Twitter),2026-03-26 22:16:03
"Saya pakai skincare untuk kebersihan saja. Asal wajah bebas minyak, kotoran dan sentiasa lembab ya sudah. Putih tak putih ya itu tak penting. Ada orang yang saya lihat wajahnya sahaja putih namun tangan, kaki dan badannya biasa-biasa saja. Kan jadi aneh begitu. Muka dirawat tapi kulit di badan lainnya diabaikan hahaa... Jadi, gunalah skincare yang sesuai dengan kulit kita, asalkan wajah bersih, itu sudah cukup. Tak payah taksub nak kulit wajah putih.",saya pakai skincare untuk kebersihan saja asal wajah bebas minyak kotoran dan sentiasa lembab ya sudah putih tak putih ya itu tak penting ada orang yang saya lihat wajahnya sahaja putih namun tangan kaki dan badannya biasabiasa saja kan jadi aneh begitu muka dirawat tapi kulit di badan lainnya diabaikan hahaa jadi gunalah skincare yang sesuai dengan kulit kita asalkan wajah bersih itu sudah cukup tak payah taksub nak kulit wajah putih,netral,TikTok,2026-03-21 06:53:03
"Gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.","gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.",negatif,Instagram,2026-03-21 21:43:03
"Buruh wanita: Mohon naikkan gaji kami. Skincare mahal
Buruh pria: Mohon naikkan gaji kami. Untuk cicilan Ninja saya 😅😅","buruh wanita mohon naikkan gaji kami skincare mahal
buruh pria mohon naikkan gaji kami untuk cicilan ninja saya ",netral,TikTok,2026-03-24 21:05:03
Selamat dok atas kemenangan ny 🥳,selamat dok atas kemenangan ny ,netral,X (Twitter),2026-03-24 22:55:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,X (Twitter),2026-04-19 15:41:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,X (Twitter),2026-04-13 18:41:03
"Jd masalahnya adalah mereka yg jual skincare flexing nya itu adalah mereka punya duit, pakai uang itu untuk iklan produk berjuta-juta agar produknya tersebar luas se luas luasnya hingga semua orang tau alias viral, ada juga yg terbukti ada owner yg menggunakan jasa netizen agar bisa menggunakan akunnya untuk review produk tersebut, komen"" menggunakan produk tersebut seakan"" produk tersebut beneran bagus dan beneran ngaruh ke wajah mereka padahal mereka yg komen belum tentu pakai produknya. BA pun mereka artis yg udh bagus"" udh cantik di suruh bikin video tentang produk tersebut seakan memang cantik karena produk tersebut padahal gak, dan BA pun dibayar.",jd masalahnya adalah mereka yg jual skincare flexing nya itu adalah mereka punya duit pakai uang itu untuk iklan produk berjutajuta agar produknya tersebar luas se luas luasnya hingga semua orang tau alias viral ada juga yg terbukti ada owner yg menggunakan jasa netizen agar bisa menggunakan akunnya untuk review produk tersebut komen menggunakan produk tersebut seakan produk tersebut beneran bagus dan beneran ngaruh ke wajah mereka padahal mereka yg komen belum tentu pakai produknya ba pun mereka artis yg udh bagus udh cantik di suruh bikin video tentang produk tersebut seakan memang cantik karena produk tersebut padahal gak dan ba pun dibayar,positif,Instagram,2026-03-28 15:55:03
"dr, aku ada flek hitam di muka, pake skincare apa aja blm bs hilang...klo mau beli skincare yg punya dr, gmn cara beli nya  ?
Tol info donk dr...","dr aku ada flek hitam di muka pake skincare apa aja blm bs hilangklo mau beli skincare yg punya dr gmn cara beli nya  
tol info donk dr",netral,Instagram,2026-03-31 15:08:03
Dok…skin care benings aman ha dok,dokskin care benings aman ha dok,netral,Instagram,2026-03-23 18:31:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,Instagram,2026-04-05 10:19:03
Temen lu yg cewe mana bang,temen lu yg cewe mana bang,netral,TikTok,2026-04-10 21:19:03
"Harusnya masyarakat indonesia trimakasih sih sama doktif ..
Lihatlah bagaimana oknum dokter menipu demiflexing ...duit kita ilang ratusan bahkan jutaan yg kandunganya palsu ...sakit sih yg benci doktif","harusnya masyarakat indonesia trimakasih sih sama doktif 
lihatlah bagaimana oknum dokter menipu demiflexing duit kita ilang ratusan bahkan jutaan yg kandunganya palsu sakit sih yg benci doktif",negatif,X (Twitter),2026-03-25 12:20:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,Instagram,2026-04-06 11:47:03
Bpom tuh GA beres beberapa oknum nya miris bgt,bpom tuh ga beres beberapa oknum nya miris bgt,netral,TikTok,2026-03-25 18:42:03
"Gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.","gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.",negatif,TikTok,2026-03-24 12:12:03
bagus banget sih kakak meissie,bagus banget sih kakak meissie,positif,Instagram,2026-04-15 08:21:03
"Dok, tolong review scin care merk ZADAMGLOW donk🙏",dok tolong review scin care merk zadamglow donk,netral,X (Twitter),2026-03-24 03:33:03
Overclaim parah! Cuma menang di kemasan doang.,overclaim parah! cuma menang di kemasan doang.,negatif,X (Twitter),2026-04-16 02:03:03
